framework,ncpu,iter,elapsed,flops
mpi-openmp,192,32768,0.2024888,7954206000000.0
mpi-openmp,192,262144,1.425909,9036287000000.0
mpi-openmp,192,2097152,10.97354,9393436000000.0
mpi-openmp,192,16777216,86.75029,9505833000000.0
mpi-openmp,192,64,0.0401642,78933580000.0
mpi-openmp,192,512,0.03957878,636462300000.0
mpi-openmp,192,4096,0.06786148,2967091000000.0
mpi-openmp,192,32768,0.2401663,6706343000000.0
mpi-openmp,192,262144,1.402164,9189317000000.0
mpi-openmp,192,2097152,10.94264,9419961000000.0
mpi-openmp,192,16777216,86.69994,9511353000000.0
mpi-openmp,192,64,0.04067468,77942930000.0
mpi-openmp,192,512,0.04190203,601173700000.0
mpi-openmp,192,4096,0.0560618,3591593000000.0
mpi-openmp,192,32768,0.2099893,7670094000000.0
mpi-openmp,192,262144,1.414824,9107089000000.0
mpi-openmp,192,2097152,10.87032,9482635000000.0
mpi-openmp,192,16777216,86.90714,9488677000000.0
mpi-openmp,384,64,0.04954066,127988000000.0
mpi-openmp,384,512,0.04365868,1153970000000.0
mpi-openmp,384,4096,0.09115371,4417838000000.0
mpi-openmp,384,32768,0.2024249,15913430000000.0
mpi-openmp,384,262144,1.475973,17459570000000.0
mpi-openmp,384,2097152,10.87813,18951650000000.0
mpi-openmp,384,16777216,85.99158,19179410000000.0
mpi-openmp,384,64,0.04128495,153581600000.0
mpi-openmp,384,512,0.04157217,1211888000000.0
mpi-openmp,384,4096,0.08224286,4896502000000.0
mpi-openmp,384,32768,0.2024588,15910770000000.0
mpi-openmp,384,262144,1.548583,16640920000000.0
mpi-openmp,384,2097152,10.78381,19117410000000.0
mpi-openmp,384,16777216,86.12708,19149230000000.0
mpi-openmp,384,64,0.04039387,156969600000.0
mpi-openmp,384,512,0.04075127,1236300000000.0
mpi-openmp,384,4096,0.05445318,7395387000000.0
mpi-openmp,384,32768,0.2018543,15958420000000.0
mpi-openmp,384,262144,1.462705,17617940000000.0
mpi-openmp,384,2097152,10.86047,18982470000000.0
mpi-openmp,384,16777216,86.25352,19121160000000.0
mpi-openmp,384,64,0.03899079,162618100000.0
mpi-openmp,384,512,0.04069531,1238000000000.0
mpi-openmp,384,4096,0.05573804,7224911000000.0
mpi-openmp,384,32768,0.2014737,15988560000000.0
mpi-openmp,384,262144,1.45907,17661840000000.0
mpi-openmp,384,2097152,10.87358,18959580000000.0
mpi-openmp,384,16777216,86.31646,19107220000000.0
mpi-openmp,384,64,0.08666646,73161030000.0
mpi-openmp,384,512,0.03834232,1313974000000.0
mpi-openmp,384,4096,0.05613201,7174201000000.0
mpi-openmp,384,32768,0.2010924,16018880000000.0
mpi-openmp,384,262144,1.521458,16937600000000.0
mpi-openmp,384,2097152,10.82643,19042150000000.0
mpi-openmp,384,16777216,86.29986,19110890000000.0
